isbn	douban_id	blog_link	title_zh	subtitle_zh	title	author	publisher	published_date	pages	purchasing_date	begin_reading_date	finish_reading_date	douban_rating	rating	auto_update	updated_date
9787539975276	26235467	NA	你不懂咖啡	有料、有趣、还有范儿的咖啡知识百科	コーヒー「こつ」の科学―コーヒーを正しく知るために	石胁智广	江苏凤凰文艺出版社	2014-11-1	148	2015-12-14	NA	NA	7.4	NA	1	2019-01-31
9787121216824	25747269	NA	颠覆医疗	大数据时代的个人健康革命	The Creative Destruction of Medicine	[美] 埃里克·托普	译言·东西文库／电子工业出版社	2014-1-20	285	2015-12-14	NA	NA	7.7	NA	1	2019-01-31
9787201085166	25806635	NA	三十六大	NA	NA	冯唐	天津人民出版社	2014-1	192	2015-12-14	NA	NA	7.5	NA	1	2019-01-31
9787201082349	24856639	NA	冯唐诗百首	NA	NA	冯唐	天津人民出版社	2013-7	230	2015-12-14	NA	NA	7	NA	1	2019-01-31
9787201083988	25806573	NA	活着活着就老了	NA	NA	冯唐	天津人民出版社	2013-10	344	2015-12-14	NA	NA	7.3	NA	1	2019-01-31
9787201083216	25803226	NA	十八岁给我一个姑娘	NA	NA	冯唐	天津人民出版社	2013-10	216	2015-12-14	NA	NA	7.1	NA	1	2019-01-31
9789869125420	NA	NA	爲什麼去遠方	NA	NA	張苡絃	沐風文化出版有限公司	NA	264	2015-12-12	NA	NA	NA	NA	0	2018-10-16
4711225310442	4842446	NA	巨流河	NA	NA	齐邦媛	生活·读书·新知三联书店	2010-10	398	2015-12-11	NA	NA	8.7	NA	1	2019-01-31
9789868727519	6539859	NA	甲骨文	一次占卜當代中國的旅程	Oracle Bones : A Journey Through Time in China	何偉	八旗文化	NA	557	2015-12-11	NA	NA	NA	NA	0	2018-10-16
9789863870371	NA	NA	大江大海一九四九	NA	NA	龍應台	印刻文學生活雜誌出版股份有限公司	NA	416	2015-12-11	NA	NA	NA	NA	0	2018-10-16
9789865842666	NA	NA	這才是真實的中國史	NA	NA	宮脇淳子	八旗文化	2015-11-11	304	2015-12-11	NA	NA	NA	NA	0	2018-10-16
9787514606539	20385769	NA	美军第一狙击手	一个美军海豹突击队员的生死狙击	NA	克里斯·凯尔	NA	2012-12	265	2015-09-21	NA	NA	6.4	NA	1	2019-01-31
9787508653594	26582822	NA	重新定义公司	谷歌是如何运营的	How Google Works	[美] 埃里克·施密特	中信出版社	2015-8	359	2015-09-01	NA	NA	8.2	NA	1	2019-01-31
9787213063503	26263563	NA	冲上云霄	大型喷气机的飞行	Flying the Big Jets：All You Wanted to Know About the Jumbos but Couldn't Find a Pilot to Ask	[英]斯坦利·斯图尔特 / [英]约翰·爱德华兹	湛庐文化策划 浙江人民出版社出版	2014-12-1	311	2015-09-01	NA	NA	8	NA	1	2019-01-31
9787539971810	26340138	NA	岛上书店	NA	The Storied Life of A. J. Fikry	[美] 加布瑞埃拉·泽文	江苏凤凰文艺出版社	2015-5-1	271	NA	NA	NA	7.6	NA	1	2019-01-31
9787531732952	26680049	NA	怀斯曼生存手册	终极指南（最新补充版)	NA	[英] 约翰·怀斯曼	北方文艺出版社	2014-8	416	NA	NA	NA	8.9	NA	1	2019-01-31
9787550213524	24934182	NA	一个人的朝圣	NA	The Unlikely Pilgrimage of Harold Fry	[英] 蕾秋·乔伊斯	北京联合出版公司	2013-9-1	320	NA	NA	NA	8.1	NA	1	2019-01-31
9781626362376	24138021	NA	Instrument Flying Handbook	NA	NA	Federal Aviation Administration	NA	2013-9	368	NA	NA	NA	NA	NA	1	2019-01-31
9787508630250	25777432	NA	罗马人的故事（礼品装，全15册）	NA	ローマ人の物語	盐野七生	中信出版社	2013-11-1	5250	NA	NA	NA	9.1	NA	1	2019-01-31
9781629142258	4589507	NA	Pilot's Handbook of Aeronautical Knowledge	NA	NA	Federal Aviation Administration	NA	2009-11	352	NA	NA	NA	NA	NA	1	2019-01-31
