imdb_id	douban_id	blog_link	name	director	actors	release_date	watch_date	imdb_rating	douban_rating	rating
tt6878882	26861685	NA	红海行动	林超贤	张译,黄景瑜,海清,杜江,蒋璐霞	2018-02-16	2018-02-23	7.5	8.5	8
